user_pseudo_id,session_id,session_start,session_end,session_duration_sec,event_count,event_types,platform,traffic_source,traffic_medium,device_category,operating_system,country,region
7022591.3437526179,3,2020-11-01T08:29:39.917027+00:00,2020-11-01T08:30:42.129344+00:00,62,21,"[""session_start"", ""view_item"", ""user_engagement"", ""begin_checkout"", ""page_view"", ""add_shipping_info"", ""scroll"", ""view_promotion""]",WEB,<Other>,<Other>,mobile,iOS,United States,Connecticut
4569201.5535983072,2,2021-01-20T04:31:37.114789+00:00,2021-01-20T04:31:42.694522+00:00,5,3,"[""session_start"", ""page_view""]",WEB,(direct),(none),mobile,Web,United States,Texas
31216728.5432193611,9,2020-12-13T19:29:32.814547+00:00,2020-12-13T19:29:32.814547+00:00,0,2,"[""session_start"", ""page_view""]",WEB,<Other>,organic,desktop,Macintosh,China,Zhejiang
220409484.2151916965,1,2020-12-10T19:16:29.185031+00:00,2020-12-10T19:33:41.253765+00:00,1032,14,"[""view_promotion"", ""page_view"", ""session_start"", ""user_engagement"", ""first_visit"", ""scroll""]",WEB,<Other>,<Other>,mobile,Android,United States,North Carolina
77193223.7399539394,1,2020-11-26T11:56:32.526344+00:00,2020-11-26T11:56:38.998763+00:00,6,5,"[""user_engagement"", ""scroll"", ""page_view"", ""first_visit"", ""session_start""]",WEB,<Other>,<Other>,desktop,Web,Thailand,Bangkok
8082939.2649195852,3,2020-12-07T21:50:05.608982+00:00,2020-12-07T21:50:12.563574+00:00,6,4,"[""user_engagement"", ""page_view"", ""scroll"", ""session_start""]",WEB,google,organic,desktop,Web,Canada,Ontario
4356946267.5883445069,1,2020-12-22T21:25:39.641239+00:00,2020-12-22T21:26:19.127371+00:00,39,8,"[""page_view"", ""session_start"", ""scroll"", ""user_engagement"", ""view_promotion"", ""first_visit""]",WEB,google,organic,desktop,Macintosh,United States,New York
78487430.6958773280,1,2021-01-08T02:55:14.935074+00:00,2021-01-08T02:55:17.195009+00:00,2,5,"[""user_engagement"", ""page_view"", ""first_visit"", ""session_start""]",WEB,<Other>,<Other>,desktop,Web,Chile,Santiago Metropolitan Region
9133700.1204756153,1,2020-12-26T00:28:45.146211+00:00,2020-12-26T00:28:48.562042+00:00,3,4,"[""page_view"", ""session_start"", ""first_visit"", ""scroll""]",WEB,google,organic,desktop,Windows,Canada,Alberta
55527873.4001584957,2,2020-11-21T10:07:02.805778+00:00,2020-11-21T10:08:13.157292+00:00,70,18,"[""begin_checkout"", ""session_start"", ""view_promotion"", ""view_item"", ""add_shipping_info"", ""user_engagement"", ""page_view""]",WEB,(data deleted),(data deleted),mobile,Web,United States,Florida
58501196.4879974971,1,2021-01-08T07:53:44.209011+00:00,2021-01-08T07:53:52.955661+00:00,8,5,"[""first_visit"", ""user_engagement"", ""page_view"", ""session_start""]",WEB,(direct),(none),desktop,Windows,United States,Virginia
4006486.2525427133,1,2021-01-05T01:43:33.285268+00:00,2021-01-05T01:51:36.426245+00:00,483,21,"[""session_start"", ""view_promotion"", ""user_engagement"", ""page_view"", ""first_visit"", ""scroll""]",WEB,google,organic,mobile,iOS,United States,New York
57681376.0507408738,1,2020-12-16T05:03:25.800748+00:00,2020-12-16T05:04:19.983885+00:00,54,10,"[""select_item"", ""first_visit"", ""view_item"", ""scroll"", ""session_start"", ""page_view"", ""user_engagement""]",WEB,<Other>,<Other>,mobile,Android,Italy,Apulia
78160661.4101638185,2,2020-12-06T17:28:07.317686+00:00,2020-12-06T17:28:12.364979+00:00,5,3,"[""view_item"", ""page_view"", ""session_start""]",WEB,google,organic,desktop,Windows,Canada,Alberta
27248736.8154872104,1,2021-01-16T10:39:23.401406+00:00,2021-01-16T10:39:26.914140+00:00,3,5,"[""session_start"", ""user_engagement"", ""page_view"", ""first_visit""]",WEB,<Other>,<Other>,desktop,Macintosh,Saudi Arabia,Makkah Province
55727461.1129575144,1,2020-12-09T01:34:09.751061+00:00,2020-12-09T01:34:20.594194+00:00,10,4,"[""page_view"", ""first_visit"", ""session_start"", ""user_engagement""]",WEB,google,organic,desktop,Web,Canada,Ontario
35544684.4197005162,1,2020-12-16T16:44:05.126292+00:00,2020-12-16T16:44:56.169535+00:00,51,8,"[""user_engagement"", ""first_visit"", ""page_view"", ""scroll"", ""session_start""]",WEB,google,organic,desktop,Windows,France,Auvergne-Rhone-Alpes
8947253.9443225141,1,2020-12-09T16:08:04.291348+00:00,2020-12-09T16:08:22.716030+00:00,18,4,"[""first_visit"", ""scroll"", ""session_start"", ""page_view""]",WEB,(direct),(none),desktop,Web,India,Delhi
8126692.5072908977,4,2020-12-10T17:00:51.605691+00:00,2020-12-10T17:00:51.605691+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,google,organic,mobile,Web,United States,Texas
24965660.7182944974,1,2020-11-04T12:37:11.144339+00:00,2020-11-04T12:40:53.933861+00:00,222,7,"[""first_visit"", ""session_start"", ""user_engagement"", ""page_view"", ""scroll"", ""view_item""]",WEB,(direct),(none),desktop,Web,United States,California
9099816.0991804234,1,2020-11-24T02:34:41.935239+00:00,2020-11-24T02:34:41.935239+00:00,0,3,"[""first_visit"", ""page_view"", ""session_start""]",WEB,google,organic,desktop,Web,Canada,Quebec
4659132.5360776140,2,2021-01-27T12:07:08.228169+00:00,2021-01-27T12:08:11.774616+00:00,63,11,"[""scroll"", ""page_view"", ""view_item"", ""view_promotion"", ""user_engagement""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Windows,Switzerland,Zurich
7606981.3763276065,1,2021-01-17T03:56:39.627492+00:00,2021-01-17T03:57:11.216929+00:00,31,9,"[""first_visit"", ""page_view"", ""view_promotion"", ""session_start"", ""user_engagement"", ""scroll""]",WEB,<Other>,referral,desktop,Web,United States,Georgia
7200301.2334827190,1,2021-01-19T19:12:50.503052+00:00,2021-01-19T19:29:09.877334+00:00,979,17,"[""first_visit"", ""page_view"", ""user_engagement"", ""session_start"", ""scroll"", ""view_promotion""]",WEB,google,organic,mobile,iOS,United States,Illinois
2469215.8710298417,1,2021-01-12T05:03:20.577420+00:00,2021-01-12T05:05:16.222964+00:00,115,24,"[""user_engagement"", ""page_view"", ""view_item"", ""view_promotion"", ""session_start"", ""scroll"", ""first_visit"", ""select_promotion""]",WEB,google,cpc,desktop,Web,Thailand,(not set)
6563379.9637712740,7,2021-01-29T07:07:54.608631+00:00,2021-01-29T07:19:11.179632+00:00,676,6,"[""user_engagement"", ""view_promotion"", ""page_view"", ""session_start""]",WEB,(data deleted),(data deleted),desktop,Web,United States,Maryland
32282398.8142175863,1,2021-01-12T08:26:23.572586+00:00,2021-01-12T08:26:26.725837+00:00,3,6,"[""user_engagement"", ""page_view"", ""first_visit"", ""scroll"", ""session_start""]",WEB,google,organic,mobile,iOS,Indonesia,Jakarta
28769435.5249654563,1,2021-01-27T19:47:30.584595+00:00,2021-01-27T19:47:31.840316+00:00,1,6,"[""user_engagement"", ""page_view"", ""scroll"", ""first_visit"", ""session_start""]",WEB,google,organic,mobile,Web,Germany,Lower Saxony
27664410.5422813011,2,2020-12-15T09:02:37.256961+00:00,2020-12-15T09:03:40.707671+00:00,63,24,"[""scroll"", ""view_promotion"", ""session_start"", ""page_view"", ""user_engagement""]",WEB,(direct),(none),desktop,Web,China,Shanghai
36340867.0424798738,1,2021-01-03T11:18:32.662952+00:00,2021-01-03T11:19:15.068040+00:00,42,12,"[""add_to_cart"", ""scroll"", ""page_view"", ""user_engagement"", ""first_visit"", ""view_item"", ""session_start""]",WEB,<Other>,<Other>,desktop,Web,United States,Tennessee
72613201.0365038676,1,2021-01-11T17:51:15.350176+00:00,2021-01-11T17:52:40.748636+00:00,85,7,"[""first_visit"", ""session_start"", ""user_engagement"", ""page_view"", ""view_item"", ""scroll""]",WEB,(direct),(none),desktop,<Other>,Israel,Center District
62402848.2611017520,1,2020-11-12T11:09:08.273842+00:00,2020-11-12T11:10:40.688308+00:00,92,10,"[""user_engagement"", ""session_start"", ""first_visit"", ""scroll"", ""page_view"", ""view_promotion""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Web,Canada,Ontario
28446986.3766831358,1,2021-01-20T18:58:13.144312+00:00,2021-01-20T18:58:14.931007+00:00,1,5,"[""first_visit"", ""page_view"", ""scroll"", ""session_start""]",WEB,google,organic,mobile,iOS,Spain,Catalonia
8806020.8524025104,1,2021-01-11T22:04:14.460102+00:00,2021-01-11T22:09:02.763604+00:00,288,51,"[""select_item"", ""first_visit"", ""view_promotion"", ""scroll"", ""user_engagement"", ""view_item"", ""session_start"", ""page_view"", ""select_promotion""]",WEB,<Other>,<Other>,mobile,iOS,India,Punjab
6452469.6659149949,1,2020-12-19T14:46:35.457313+00:00,2020-12-19T14:46:41.198377+00:00,5,4,"[""session_start"", ""page_view"", ""first_visit"", ""user_engagement""]",WEB,google,organic,mobile,iOS,United States,California
15204961.6489443962,1,2021-01-16T04:26:32.747529+00:00,2021-01-16T04:26:37.649298+00:00,4,5,"[""page_view"", ""user_engagement"", ""session_start"", ""first_visit""]",WEB,<Other>,organic,desktop,Web,Peru,(not set)
48438417.8965218721,1,2020-12-22T06:45:21.758166+00:00,2020-12-22T06:47:01.037379+00:00,99,9,"[""user_engagement"", ""scroll"", ""first_visit"", ""view_item"", ""page_view"", ""view_promotion"", ""session_start""]",WEB,google,cpc,mobile,Android,Malaysia,Federal Territory of Kuala Lumpur
1644798.5392336157,1,2020-12-11T17:19:29.820584+00:00,2020-12-11T17:19:53.499926+00:00,23,4,"[""page_view"", ""user_engagement"", ""session_start"", ""first_visit""]",WEB,<Other>,referral,mobile,iOS,Netherlands,North Brabant
6190088.7275613842,1,2020-11-24T00:30:15.808153+00:00,2020-11-24T00:32:25.970322+00:00,130,18,"[""view_promotion"", ""user_engagement"", ""session_start"", ""page_view"", ""scroll"", ""view_item""]",WEB,(direct),(none),mobile,Android,Israel,Haifa District
260444011.5474948654,1,2021-01-15T16:19:23.098568+00:00,2021-01-15T16:19:27.596117+00:00,4,5,"[""session_start"", ""page_view"", ""user_engagement"", ""first_visit""]",WEB,google,organic,mobile,Web,United States,California
2704464.3261264007,1,2020-11-03T03:35:47.531659+00:00,2020-11-03T03:35:52.500735+00:00,4,4,"[""first_visit"", ""view_promotion"", ""session_start"", ""page_view""]",WEB,<Other>,referral,desktop,Web,United States,California
6488277.3315743329,2,2020-11-13T14:17:03.813650+00:00,2020-11-13T14:17:03.813650+00:00,0,2,"[""page_view"", ""session_start""]",WEB,(data deleted),(data deleted),desktop,Windows,India,Chhattisgarh
7467235.5769508576,2,2020-11-04T19:51:53.678583+00:00,2020-11-04T19:52:04.219092+00:00,10,5,"[""session_start"", ""view_search_results"", ""scroll"", ""user_engagement"", ""page_view""]",WEB,(direct),(none),desktop,Web,South Korea,Seoul
61391486.4607422146,1,2021-01-17T05:17:19.848965+00:00,2021-01-17T05:18:36.739241+00:00,76,8,"[""user_engagement"", ""session_start"", ""page_view"", ""first_visit"", ""scroll""]",WEB,<Other>,<Other>,desktop,<Other>,United States,(not set)
47674442.1194828415,2,2020-12-25T15:08:21.633453+00:00,2020-12-25T15:08:21.633453+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,google,organic,desktop,Windows,United States,Virginia
44292466.5553596574,1,2020-12-18T10:19:10.636220+00:00,2020-12-18T10:21:15.381367+00:00,124,11,"[""view_promotion"", ""page_view"", ""user_engagement"", ""first_visit"", ""view_item"", ""scroll"", ""session_start""]",WEB,<Other>,<Other>,mobile,Web,United Kingdom,England
35364835.2937115561,4,2020-12-04T21:46:57.121439+00:00,2020-12-04T21:49:22.021098+00:00,144,27,"[""add_to_cart"", ""view_promotion"", ""user_engagement"", ""page_view"", ""scroll"", ""view_item"", ""session_start""]",WEB,google,organic,desktop,Web,Malaysia,Federal Territory of Kuala Lumpur
88567367.9161790433,1,2020-11-20T13:00:24.847325+00:00,2020-11-20T13:01:00.389401+00:00,35,8,"[""session_start"", ""user_engagement"", ""page_view"", ""first_visit"", ""scroll""]",WEB,google,organic,mobile,Web,Italy,Lombardy
31713671.8301075277,3,2020-11-17T08:15:03.364360+00:00,2020-11-17T08:26:02.262469+00:00,658,6,"[""page_view"", ""session_start"", ""user_engagement""]",WEB,<Other>,referral,desktop,Windows,United States,California
2113798.0518736192,1,2021-01-02T10:31:24.595350+00:00,2021-01-02T10:32:28.487958+00:00,63,6,"[""page_view"", ""scroll"", ""first_visit"", ""user_engagement"", ""session_start""]",WEB,google,organic,mobile,Web,Indonesia,West Java
8658865.3987917005,1,2020-12-01T19:05:24.769238+00:00,2020-12-01T19:07:56.616057+00:00,151,24,"[""select_item"", ""view_promotion"", ""view_item"", ""page_view"", ""scroll"", ""first_visit"", ""user_engagement"", ""session_start""]",WEB,google,organic,tablet,Web,India,Karnataka
51690999.9626777194,1,2020-12-04T07:17:54.679337+00:00,2020-12-04T07:19:05.613082+00:00,70,23,"[""view_promotion"", ""session_start"", ""view_item"", ""add_shipping_info"", ""add_to_cart"", ""begin_checkout"", ""user_engagement"", ""page_view"", ""first_visit""]",WEB,<Other>,<Other>,desktop,Web,United States,Nebraska
92215760.7286234445,1,2020-12-12T11:31:24.746385+00:00,2020-12-12T11:31:45.373445+00:00,20,5,"[""user_engagement"", ""page_view"", ""first_visit"", ""session_start"", ""scroll""]",WEB,<Other>,<Other>,desktop,Web,Hong Kong,(not set)
41714431.2864828106,1,2021-01-04T14:49:48.201705+00:00,2021-01-04T14:49:53.500871+00:00,5,4,"[""first_visit"", ""page_view"", ""session_start""]",WEB,google,organic,desktop,Windows,United States,New Jersey
1582296.3087131922,1,2020-12-13T23:26:05.677325+00:00,2020-12-13T23:26:09.396291+00:00,3,4,"[""user_engagement"", ""first_visit"", ""page_view"", ""session_start""]",WEB,google,organic,desktop,Windows,Serbia,(not set)
72888651.8228801861,1,2021-01-13T03:38:01.228809+00:00,2021-01-13T03:39:33.848009+00:00,92,15,"[""scroll"", ""view_promotion"", ""page_view"", ""session_start"", ""user_engagement"", ""first_visit"", ""view_item""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Windows,Brazil,State of Sao Paulo
4625924.8167388752,1,2021-01-15T03:18:17.201967+00:00,2021-01-15T03:18:29.109082+00:00,11,5,"[""page_view"", ""first_visit"", ""scroll"", ""session_start""]",WEB,google,organic,mobile,Web,United States,Illinois
64833273.1536996158,2,2021-01-28T12:44:14.916039+00:00,2021-01-28T12:44:21.950805+00:00,7,4,"[""page_view"", ""view_promotion"", ""session_start""]",WEB,(direct),(none),mobile,iOS,United States,Washington
4882057.7519069524,1,2020-12-28T06:55:19.503860+00:00,2020-12-28T06:55:23.785387+00:00,4,4,"[""page_view"", ""user_engagement"", ""first_visit"", ""session_start""]",WEB,<Other>,referral,desktop,Windows,China,Shanghai
54534015.3965817207,1,2020-12-17T20:14:01.156571+00:00,2020-12-17T20:22:04.674812+00:00,483,7,"[""scroll"", ""user_engagement"", ""session_start"", ""view_promotion"", ""first_visit"", ""page_view""]",WEB,google,organic,desktop,Windows,United States,California
1869578.9128478363,1,2020-12-08T10:36:44.969827+00:00,2020-12-08T10:36:56.835132+00:00,11,5,"[""first_visit"", ""user_engagement"", ""scroll"", ""page_view"", ""session_start""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Web,United States,California
3875889.8129450335,5,2021-01-16T08:06:55.396025+00:00,2021-01-16T08:06:55.396025+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,<Other>,referral,desktop,Macintosh,Taiwan,Taipei City
5185082.9938317319,1,2020-11-30T21:58:04.896695+00:00,2020-11-30T21:58:05.365949+00:00,0,4,"[""page_view"", ""scroll"", ""session_start"", ""first_visit""]",WEB,google,cpc,mobile,iOS,China,Henan
8395769.5866973696,1,2020-12-07T21:45:21.382929+00:00,2020-12-07T21:45:47.601132+00:00,26,6,"[""scroll"", ""page_view"", ""view_promotion"", ""user_engagement"", ""first_visit"", ""session_start""]",WEB,<Other>,<Other>,mobile,Web,United States,Massachusetts
8848313.6690701237,5,2020-12-23T02:53:14.821912+00:00,2020-12-23T03:11:16.664436+00:00,1081,136,"[""add_to_cart"", ""select_item"", ""add_payment_info"", ""add_shipping_info"", ""session_start"", ""view_item"", ""user_engagement"", ""page_view"", ""begin_checkout"", ""scroll"", ""purchase"", ""view_promotion""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Web,United States,Texas
1306956.6845852267,1,2021-01-11T02:44:17.355262+00:00,2021-01-11T02:44:24.208989+00:00,6,6,"[""page_view"", ""view_promotion"", ""session_start"", ""first_visit"", ""user_engagement""]",WEB,google,organic,mobile,Web,Ireland,(not set)
30518817.7716701659,1,2021-01-11T02:44:39.310771+00:00,2021-01-11T02:44:39.310771+00:00,0,3,"[""first_visit"", ""page_view"", ""session_start""]",WEB,google,organic,desktop,Windows,France,Nouvelle-Aquitaine
8133580.0016553099,1,2020-11-14T14:42:14.669918+00:00,2020-11-14T14:42:14.669918+00:00,0,3,"[""first_visit"", ""page_view"", ""session_start""]",WEB,<Other>,<Other>,mobile,Android,United States,South Dakota
76276894.5847463710,1,2020-12-21T09:08:51.971677+00:00,2020-12-21T09:09:08.906414+00:00,16,4,"[""page_view"", ""user_engagement"", ""first_visit"", ""session_start""]",WEB,<Other>,referral,mobile,Web,Australia,New South Wales
6275066.1303443694,1,2021-01-03T21:46:04.663130+00:00,2021-01-03T21:46:14.087232+00:00,9,6,"[""user_engagement"", ""first_visit"", ""page_view"", ""session_start"", ""view_promotion""]",WEB,<Other>,<Other>,mobile,Web,Sweden,Stockholm County
91319263.3386890681,1,2021-01-16T22:36:58.882103+00:00,2021-01-16T22:38:12.304949+00:00,73,11,"[""first_visit"", ""page_view"", ""session_start"", ""view_item"", ""view_promotion"", ""user_engagement"", ""scroll""]",WEB,(direct),(none),mobile,Web,Romania,(not set)
8700799381.6096217864,5,2020-12-13T13:17:29.875900+00:00,2020-12-13T13:17:35.704279+00:00,5,3,"[""view_item"", ""session_start"", ""page_view""]",WEB,(direct),(none),desktop,Macintosh,United States,Texas
32912336.0452792665,1,2020-11-04T07:09:58.774770+00:00,2020-11-04T07:18:27.952432+00:00,509,11,"[""view_promotion"", ""view_search_results"", ""first_visit"", ""session_start"", ""page_view"", ""scroll"", ""user_engagement""]",WEB,google,organic,mobile,Web,Canada,Quebec
38088553.6036187854,1,2020-12-06T02:34:31.851563+00:00,2020-12-06T02:34:51.530891+00:00,19,4,"[""user_engagement"", ""first_visit"", ""page_view"", ""session_start""]",WEB,(direct),(none),desktop,Windows,United States,Connecticut
41601567.3174327646,1,2021-01-24T08:57:21.108155+00:00,2021-01-24T09:16:11.970325+00:00,1130,140,"[""add_shipping_info"", ""select_item"", ""first_visit"", ""view_item"", ""begin_checkout"", ""session_start"", ""user_engagement"", ""page_view"", ""add_payment_info"", ""scroll""]",WEB,google,organic,desktop,Windows,United States,Nebraska
1019199.3353128467,1,2021-01-17T08:23:54.615457+00:00,2021-01-17T08:24:00.012244+00:00,5,5,"[""first_visit"", ""page_view"", ""user_engagement"", ""session_start""]",WEB,<Other>,<Other>,desktop,Windows,Netherlands,Utrecht
84747967.4895239236,1,2020-11-26T10:39:18.840054+00:00,2020-11-26T10:39:30.547291+00:00,11,3,"[""user_engagement"", ""page_view"", ""session_start""]",WEB,google,organic,desktop,Windows,United States,California
4548352.1363564037,1,2020-11-28T22:54:39.644275+00:00,2020-11-28T22:54:43.559361+00:00,3,4,"[""first_visit"", ""user_engagement"", ""session_start"", ""page_view""]",WEB,<Other>,referral,desktop,Macintosh,United States,Washington
42617183.7310103894,1,2020-12-20T06:27:35.853308+00:00,2020-12-20T06:27:36.143655+00:00,0,4,"[""page_view"", ""session_start"", ""first_visit"", ""view_promotion""]",WEB,<Other>,<Other>,desktop,Web,Spain,Madrid
35104746.7508833235,2,2020-12-04T00:10:12.488751+00:00,2020-12-04T00:13:40.169935+00:00,207,49,"[""session_start"", ""select_item"", ""view_promotion"", ""scroll"", ""user_engagement"", ""page_view"", ""view_item""]",WEB,<Other>,referral,mobile,Android,United States,New York
5158922.3244315030,3,2020-12-05T20:28:19.899407+00:00,2020-12-05T20:28:19.899407+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,(data deleted),(data deleted),mobile,Web,United States,Washington
72399308.5235800443,1,2021-01-05T19:36:45.094158+00:00,2021-01-05T19:37:39.178339+00:00,54,9,"[""view_item"", ""user_engagement"", ""session_start"", ""first_visit"", ""page_view"", ""view_promotion""]",WEB,(direct),(none),desktop,Web,Australia,New South Wales
2272527428.8906751818,1,2021-01-26T15:38:09.534385+00:00,2021-01-26T15:42:37.445676+00:00,267,30,"[""session_start"", ""first_visit"", ""user_engagement"", ""select_item"", ""page_view"", ""click"", ""view_promotion"", ""view_item"", ""scroll""]",WEB,<Other>,referral,desktop,Web,Belgium,Flanders
5130613.4666242152,1,2020-12-06T13:36:31.096015+00:00,2020-12-06T13:36:31.096015+00:00,0,3,"[""page_view"", ""first_visit"", ""session_start""]",WEB,<Other>,referral,desktop,Web,Israel,Tel Aviv District
1330821.6704391099,4,2021-01-18T13:38:34.901355+00:00,2021-01-18T13:38:39.949703+00:00,5,4,"[""session_start"", ""page_view"", ""view_item""]",WEB,(direct),(none),desktop,Web,Peru,(not set)
7629859.9252384039,1,2020-11-17T05:02:00.557082+00:00,2020-11-17T05:02:21.456937+00:00,20,5,"[""view_promotion"", ""user_engagement"", ""session_start"", ""page_view"", ""first_visit""]",WEB,(direct),(none),mobile,Android,Spain,(not set)
64585295.3592799453,1,2020-12-10T03:47:19.646218+00:00,2020-12-10T04:00:58.349536+00:00,818,17,"[""first_visit"", ""scroll"", ""user_engagement"", ""page_view"", ""view_promotion"", ""session_start""]",WEB,(direct),(none),desktop,<Other>,Canada,Ontario
7566206.4434543476,1,2020-11-21T01:12:29.336083+00:00,2020-11-21T01:12:29.336083+00:00,0,3,"[""first_visit"", ""session_start"", ""page_view""]",WEB,google,organic,desktop,Web,India,Maharashtra
4749697.9461037486,1,2020-12-21T00:39:01.423892+00:00,2020-12-21T00:39:06.839498+00:00,5,5,"[""session_start"", ""first_visit"", ""scroll"", ""page_view"", ""user_engagement""]",WEB,<Other>,<Other>,desktop,Web,India,Maharashtra
7522670.1920064669,1,2021-01-03T10:37:19.807029+00:00,2021-01-03T10:37:29.868561+00:00,10,6,"[""session_start"", ""user_engagement"", ""scroll"", ""page_view"", ""first_visit""]",WEB,google,organic,desktop,<Other>,United States,Florida
56365882.8370200554,5,2021-01-15T22:10:31.625736+00:00,2021-01-15T22:19:14.009473+00:00,522,8,"[""view_item"", ""page_view"", ""add_to_cart"", ""session_start"", ""scroll"", ""user_engagement""]",WEB,(data deleted),(data deleted),desktop,Web,United States,Massachusetts
32315141.7266068238,1,2020-11-06T05:41:44.566736+00:00,2020-11-06T06:35:24.807517+00:00,3220,42,"[""begin_checkout"", ""scroll"", ""purchase"", ""add_payment_info"", ""user_engagement"", ""add_shipping_info"", ""page_view"", ""session_start"", ""first_visit"", ""view_promotion"", ""view_item""]",WEB,google,organic,desktop,Windows,Netherlands,South Holland
29254116.6463546222,1,2021-01-23T06:49:04.752552+00:00,2021-01-23T06:53:15.497807+00:00,250,15,"[""view_item"", ""view_search_results"", ""scroll"", ""first_visit"", ""user_engagement"", ""page_view"", ""session_start"", ""view_promotion""]",WEB,<Other>,organic,desktop,Web,United States,Washington
14630235.1535285898,1,2021-01-29T10:43:00.650530+00:00,2021-01-29T10:43:06.826200+00:00,6,6,"[""session_start"", ""first_visit"", ""page_view"", ""scroll"", ""user_engagement""]",WEB,google,organic,mobile,iOS,South Korea,Chungcheongbuk-do
2450295.9840443803,1,2020-11-26T14:49:13.198654+00:00,2020-11-26T14:49:19.358045+00:00,6,3,"[""page_view"", ""session_start"", ""scroll""]",WEB,(direct),(none),desktop,Windows,United States,Michigan
4341321.0196964556,1,2021-01-18T15:11:48.645851+00:00,2021-01-18T15:11:56.364034+00:00,7,12,"[""session_start"", ""page_view"", ""view_promotion"", ""user_engagement"", ""scroll"", ""first_visit""]",WEB,google,organic,desktop,Web,United States,California
17803270.3740249776,1,2020-11-03T03:08:20.725672+00:00,2020-11-03T03:11:14.465051+00:00,173,8,"[""scroll"", ""session_start"", ""view_promotion"", ""page_view"", ""first_visit"", ""user_engagement""]",WEB,<Other>,<Other>,desktop,Macintosh,United States,California
5738925541.0011261729,1,2020-11-20T03:27:12.535032+00:00,2020-11-20T03:27:42.151945+00:00,29,5,"[""first_visit"", ""user_engagement"", ""view_promotion"", ""session_start"", ""page_view""]",WEB,<Other>,<Other>,mobile,Web,India,Telangana
21195314.3804784384,1,2021-01-24T21:30:02.396467+00:00,2021-01-24T21:30:32.461845+00:00,30,14,"[""view_promotion"", ""user_engagement"", ""session_start"", ""scroll"", ""view_item"", ""first_visit"", ""page_view""]",WEB,google,organic,desktop,Windows,Canada,Quebec
53253760.1243175998,1,2020-11-13T14:03:17.950623+00:00,2020-11-13T14:03:26.770153+00:00,8,4,"[""first_visit"", ""scroll"", ""session_start"", ""page_view""]",WEB,<Other>,referral,desktop,Windows,United States,California
35188777.8556111690,1,2020-11-26T14:11:31.378161+00:00,2020-11-26T14:11:36.856819+00:00,5,4,"[""session_start"", ""page_view"", ""user_engagement"", ""first_visit""]",WEB,google,organic,desktop,Web,United States,New York
7122715.6480359212,1,2020-11-05T07:01:17.884425+00:00,2020-11-05T07:01:24.020726+00:00,6,5,"[""session_start"", ""page_view"", ""first_visit"", ""view_promotion"", ""user_engagement""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Macintosh,United States,Colorado
7422464.9861352590,1,2020-12-08T03:06:35.981374+00:00,2020-12-08T03:06:40.945152+00:00,4,4,"[""first_visit"", ""view_promotion"", ""page_view"", ""session_start""]",WEB,google,organic,mobile,Android,Denmark,Region of Southern Denmark
9000940.6402790248,1,2021-01-27T01:58:55.947744+00:00,2021-01-27T02:03:35.628812+00:00,279,31,"[""scroll"", ""view_item"", ""user_engagement"", ""view_promotion"", ""session_start"", ""first_visit"", ""select_item"", ""page_view""]",WEB,google,organic,mobile,Web,United States,New York
85125495.2884470852,1,2021-01-22T00:55:00.418466+00:00,2021-01-22T01:21:49.396708+00:00,1608,8,"[""session_start"", ""view_promotion"", ""user_engagement"", ""page_view"", ""first_visit""]",WEB,<Other>,<Other>,desktop,<Other>,India,Delhi
88857710.7804689486,1,2020-12-23T13:45:02.245256+00:00,2020-12-23T13:45:04.917916+00:00,2,4,"[""user_engagement"", ""page_view"", ""first_visit"", ""session_start""]",WEB,(direct),(none),desktop,Web,Finland,(not set)
4006877.1831525632,1,2021-01-04T10:12:21.605985+00:00,2021-01-04T10:12:25.288612+00:00,3,5,"[""user_engagement"", ""session_start"", ""first_visit"", ""page_view""]",WEB,<Other>,<Other>,desktop,Web,United States,New York
1520710.1991540133,1,2020-11-22T07:44:31.124912+00:00,2020-11-22T07:44:59.409082+00:00,28,4,"[""session_start"", ""user_engagement"", ""page_view"", ""first_visit""]",WEB,(direct),(none),tablet,iOS,United States,California
20979583.3132091543,2,2021-01-04T02:09:37.717919+00:00,2021-01-04T02:09:45.225518+00:00,7,5,"[""user_engagement"", ""session_start"", ""scroll"", ""page_view""]",WEB,google,organic,desktop,Web,South Korea,Daejeon
7095826.8251597054,4,2020-12-21T06:44:45.244199+00:00,2020-12-21T06:45:04.309312+00:00,19,4,"[""user_engagement"", ""view_item"", ""page_view"", ""session_start""]",WEB,google,organic,desktop,Windows,United States,California
6583023.1804250068,1,2020-11-02T19:24:32.534630+00:00,2020-11-02T19:35:13.991380+00:00,641,15,"[""session_start"", ""scroll"", ""page_view"", ""view_promotion"", ""user_engagement"", ""first_visit""]",WEB,google,organic,mobile,Web,Norway,(not set)
